,dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
150,2021-04-24,5.0,921.25,1.82,14.05,191.69,16.69,56.67,93.19,27.36
151,2021-04-25,5.0,1949.31,1.17,40.44,237.47,38.62,131.49,178.45,41.54
152,2021-04-26,5.0,2403.26,7.38,53.47,283.24,46.73,153.96,211.93,45.6
153,2021-04-27,5.0,2323.15,9.5,59.63,306.13,50.07,172.13,233.63,71.94
154,2021-04-28,5.0,3070.83,14.53,56.89,300.41,39.1,235.02,301.18,38.51
155,2021-04-29,5.0,1241.68,1.05,14.22,246.05,25.99,154.41,175.75,28.12
156,2021-04-30,5.0,1028.06,0.34,12.51,217.44,16.69,138.9,155.73,25.33
157,2021-05-01,5.0,1148.22,0.84,22.28,191.69,16.69,105.31,125.9,27.36
158,2021-05-02,5.0,1562.12,1.17,32.56,185.97,25.27,137.64,169.43,39.52
159,2021-05-03,5.0,1401.9,1.82,22.62,173.09,22.17,141.53,166.0,31.92
160,2021-05-04,5.0,1241.68,2.35,20.22,175.95,25.51,140.14,163.43,25.33
161,2021-05-05,5.0,947.95,0.39,6.08,211.72,17.88,101.85,111.37,13.68
162,2021-05-06,5.0,907.9,0.32,8.23,194.55,12.64,94.58,101.71,14.82
163,2021-05-07,5.0,1548.77,0.18,28.79,173.09,18.6,115.12,147.1,32.93
164,2021-05-08,5.0,1628.88,0.76,34.27,188.83,21.46,142.45,175.14,36.99
165,2021-05-09,5.0,1014.71,0.57,10.45,200.27,12.99,136.71,149.53,24.07
166,2021-05-10,5.0,1735.69,1.29,32.9,211.72,20.27,150.93,187.34,36.99
167,2021-05-11,5.0,1455.31,1.48,20.05,217.44,20.74,187.17,209.71,27.36
168,2021-05-12,5.0,1976.01,0.78,45.93,185.97,41.49,138.74,163.29,63.33
169,2021-05-13,5.0,1468.66,0.43,22.28,178.81,18.6,93.31,111.5,17.48
170,2021-05-14,5.0,1895.9,2.07,39.07,200.27,20.5,131.36,167.28,35.97
171,2021-05-15,5.0,1815.8,1.58,36.33,226.02,27.18,138.06,176.72,34.96
172,2021-05-16,5.0,1548.77,1.22,34.96,191.69,22.17,138.22,191.14,39.52
173,2021-05-17,5.0,1949.31,3.38,41.81,217.44,39.1,178.91,237.86,37.49
174,2021-05-18,5.0,1094.82,2.24,24.68,183.11,18.6,108.84,168.05,24.83
175,2021-05-19,5.0,974.66,0.17,18.34,104.43,15.97,129.73,166.27,18.49
176,2021-05-20,5.0,934.6,0.25,16.11,80.82,9.3,51.86,66.99,6.46
177,2021-05-21,5.0,2136.23,2.52,45.93,144.48,22.41,123.81,159.2,22.55
178,2021-05-22,5.0,2216.34,3.8,41.13,237.47,38.15,212.1,282.27,34.45
179,2021-05-23,5.0,2243.04,11.74,34.96,217.44,31.47,225.02,288.32,24.57
180,2021-05-24,5.0,1054.76,2.01,17.99,197.41,20.27,122.51,186.82,25.08
181,2021-05-25,5.0,1255.04,1.82,17.48,306.13,39.1,168.74,191.93,27.36
182,2021-05-26,5.0,1241.68,1.41,11.48,135.9,9.78,174.74,192.9,15.45
183,2021-05-27,4.0,634.19,0.62,11.14,76.53,7.03,27.23,33.69,14.82
184,2021-05-28,4.0,834.47,1.16,21.94,124.45,19.31,39.82,47.76,9.63
185,2021-05-29,4.0,801.09,0.35,15.77,90.84,7.03,25.96,37.14,7.66
186,2021-05-30,4.0,807.76,0.83,16.11,100.14,7.63,27.3,37.84,13.17
187,2021-05-31,5.0,1148.22,1.47,27.42,185.97,17.88,86.82,125.22,25.33
188,2021-06-01,5.0,1148.22,1.19,22.62,171.66,19.07,114.29,154.69,15.96
189,2021-06-02,5.0,2429.96,3.1,46.61,214.58,29.33,245.97,317.05,39.01
190,2021-06-03,5.0,2216.34,12.52,46.61,254.63,32.42,237.74,303.49,36.48
191,2021-06-04,5.0,2162.93,7.71,44.55,205.99,34.81,234.82,298.76,32.42
192,2021-06-05,5.0,1081.47,0.59,28.79,127.32,20.03,128.6,168.87,24.07
193,2021-06-06,5.0,814.44,1.9,16.62,145.91,16.21,84.19,109.15,21.53
194,2021-06-07,5.0,2429.96,1.96,76.77,174.52,45.3,153.44,229.04,101.33
195,2021-06-08,5.0,3231.05,3.86,94.59,194.55,61.99,216.53,290.56,125.65
196,2021-06-09,5.0,821.11,0.95,12.0,143.05,9.42,82.37,111.43,24.83
197,2021-06-10,5.0,1508.71,0.13,23.65,108.72,14.42,83.5,88.58,22.04
198,2021-06-11,5.0,1148.22,0.48,10.37,175.95,13.59,90.98,100.99,10.89
199,2021-06-12,5.0,1028.06,0.33,9.0,98.71,7.87,96.69,106.7,8.49
200,2021-06-13,2.0,640.87,0.23,6.77,35.05,4.17,19.77,23.73,6.46
201,2021-06-14,3.0,674.25,0.16,12.0,65.8,9.54,20.94,26.18,5.19
202,2021-06-15,4.0,1094.82,3.74,24.68,60.8,13.71,46.11,64.97,12.03
203,2021-06-16,5.0,2136.23,28.16,24.33,180.24,22.65,86.55,105.41,17.23
204,2021-06-17,4.0,734.33,0.49,10.88,80.11,8.46,33.34,38.23,6.4
205,2021-06-18,4.0,660.9,0.18,9.94,75.1,9.89,37.43,40.47,4.43
206,2021-06-19,4.0,747.68,0.1,15.77,75.1,12.16,36.63,38.38,5.64
207,2021-06-20,4.0,774.38,0.43,18.34,82.97,14.54,37.26,40.24,5.95
208,2021-06-21,5.0,1441.96,8.83,30.16,181.68,17.41,78.66,103.11,15.83
209,2021-06-22,5.0,1094.82,1.16,20.56,118.73,13.47,77.88,91.39,11.4
210,2021-06-23,5.0,974.66,0.22,14.05,94.41,8.11,70.67,81.96,7.79
211,2021-06-24,5.0,1348.5,0.35,26.39,69.38,12.64,53.62,78.06,12.92
212,2021-06-25,5.0,1762.39,9.28,25.36,101.57,18.6,94.39,108.24,53.7
213,2021-06-26,5.0,1174.93,1.57,19.71,121.59,6.97,60.03,78.9,11.78
214,2021-06-27,4.0,814.44,0.2,9.94,92.98,6.44,32.32,35.09,7.22
215,2021-06-28,5.0,2483.37,0.35,73.34,98.71,48.64,129.22,177.19,116.53
216,2021-06-29,5.0,2349.85,5.2,49.35,157.36,21.46,134.22,165.68,48.13
217,2021-06-30,5.0,2056.12,2.21,62.38,231.74,23.6,148.28,271.76,32.17
218,2021-07-01,5.0,747.68,0.99,25.02,140.19,17.17,48.07,149.42,20.01
219,2021-07-02,4.0,447.27,0.91,15.42,94.41,20.5,37.1,92.36,12.03
220,2021-07-03,5.0,947.95,0.44,27.42,67.23,13.71,69.07,125.54,15.45
221,2021-07-04,5.0,961.3,4.19,21.94,143.05,14.54,83.82,142.28,12.03
222,2021-07-05,5.0,974.66,2.21,14.4,170.23,20.03,109.88,127.74,15.07
223,2021-07-06,5.0,1094.82,1.38,25.36,183.11,26.23,138.23,183.36,19.25
224,2021-07-07,5.0,974.66,2.38,25.71,144.48,22.41,135.24,201.46,21.03
225,2021-07-08,5.0,1174.93,4.36,26.39,49.35,8.94,77.62,122.7,14.57
226,2021-07-09,5.0,1214.98,1.09,26.73,75.1,8.23,55.1,58.31,6.97
227,2021-07-10,4.0,774.38,0.2,7.11,94.41,5.96,39.04,39.84,7.03
228,2021-07-11,4.0,660.9,0.23,9.43,70.1,6.08,35.34,38.87,5.7
229,2021-07-12,4.0,567.44,0.37,8.31,103.0,6.97,36.34,43.21,6.78
230,2021-07-13,5.0,667.57,0.71,6.86,145.91,7.87,88.49,94.1,8.11
231,2021-07-14,5.0,707.63,0.27,8.23,133.04,9.78,92.71,98.78,7.98
232,2021-07-15,5.0,727.65,0.55,8.05,143.05,9.06,69.64,74.93,6.52
233,2021-07-16,5.0,774.38,0.99,10.03,164.51,9.66,108.47,119.69,9.5
234,2021-07-17,5.0,827.79,1.45,16.45,113.01,12.04,106.99,117.51,8.87
235,2021-07-18,4.0,720.98,1.15,13.02,42.56,12.88,46.65,48.42,6.33
236,2021-07-19,5.0,1148.22,1.72,35.64,62.94,17.64,54.34,81.59,18.49
237,2021-07-20,4.0,881.2,2.26,27.76,47.92,18.84,43.75,56.85,8.74
238,2021-07-21,4.0,614.17,2.01,19.71,100.14,17.88,43.49,49.76,6.84
239,2021-07-22,5.0,1335.14,0.52,16.28,114.44,7.99,83.52,85.47,6.52
240,2021-07-23,5.0,1708.98,0.78,38.04,131.61,15.02,117.74,149.41,18.75
241,2021-07-24,5.0,847.82,0.51,9.43,105.86,5.78,66.59,76.6,8.36
242,2021-07-25,5.0,600.82,0.53,5.83,157.36,6.91,90.21,95.3,8.99
243,2021-07-26,5.0,734.33,0.47,18.34,100.14,9.54,73.15,78.59,8.23
244,2021-07-27,4.0,807.76,3.58,21.94,65.09,18.6,46.68,55.58,8.87
245,2021-07-28,4.0,654.22,2.63,20.39,77.96,16.69,34.64,40.28,6.02
246,2021-07-29,4.0,720.98,4.69,14.05,87.98,10.13,48.12,52.85,7.92
247,2021-07-30,4.0,587.46,0.59,11.14,91.55,8.7,38.26,45.76,7.6
248,2021-07-31,5.0,867.84,0.94,10.97,82.97,6.2,59.21,67.84,7.47
249,2021-08-01,4.0,467.3,1.15,8.4,66.52,5.96,29.54,30.08,4.31
250,2021-08-02,4.0,397.21,1.82,6.51,94.41,7.87,32.52,37.1,6.14
251,2021-08-03,4.0,494.0,1.7,12.17,72.24,7.51,30.93,35.48,11.53
252,2021-08-04,3.0,494.0,2.07,15.25,66.52,11.8,21.59,31.13,9.63
253,2021-08-05,4.0,567.44,2.15,17.65,94.41,12.64,46.1,53.35,8.36
254,2021-08-06,5.0,834.47,1.65,16.97,74.39,10.25,67.42,73.58,6.33
255,2021-08-07,5.0,754.36,0.48,13.71,70.81,7.33,98.02,101.29,6.27
256,2021-08-08,5.0,781.06,0.88,12.85,49.35,7.33,73.97,75.63,5.0
257,2021-08-09,5.0,1468.66,0.51,26.39,57.22,26.46,80.06,89.72,7.35
258,2021-08-10,5.0,1602.17,1.75,21.59,100.14,19.31,115.56,122.15,7.73
259,2021-08-11,5.0,2616.88,23.92,56.89,67.23,48.16,161.08,238.65,85.12
260,2021-08-12,5.0,1869.2,6.04,42.5,59.37,18.36,118.56,166.89,16.21
261,2021-08-13,5.0,1321.79,3.1,28.79,68.67,18.12,67.61,91.22,11.15
262,2021-08-14,4.0,687.6,1.24,21.59,70.1,13.47,30.92,43.03,10.77
263,2021-08-15,4.0,747.68,1.24,17.48,89.41,10.85,43.62,68.77,11.53
264,2021-08-16,5.0,2483.37,18.11,45.24,185.97,25.51,176.99,266.44,30.15
265,2021-08-17,5.0,2510.07,22.35,32.56,171.66,18.84,184.46,272.02,31.41
266,2021-08-18,5.0,1188.28,0.56,15.59,120.16,8.94,94.56,103.22,8.49
267,2021-08-19,5.0,907.9,0.38,14.22,46.49,9.06,73.91,81.96,5.38
268,2021-08-20,5.0,894.55,0.4,14.4,67.23,8.58,75.31,76.86,3.29
269,2021-08-21,5.0,807.76,0.37,10.28,90.12,8.7,80.73,84.93,4.75
270,2021-08-22,5.0,1321.79,3.91,23.99,67.95,12.52,97.54,125.48,11.27
271,2021-08-23,5.0,1255.04,9.61,23.99,44.7,20.03,101.87,122.3,10.77
272,2021-08-24,5.0,1388.55,21.91,27.08,58.65,19.55,77.89,100.33,17.48
273,2021-08-25,4.0,720.98,0.55,20.22,52.21,18.6,43.8,80.37,13.55
274,2021-08-26,5.0,754.36,0.8,23.31,76.53,15.26,45.61,104.31,15.07
275,2021-08-27,5.0,674.25,3.07,18.17,117.3,20.03,63.75,85.05,10.51
276,2021-08-28,5.0,961.3,2.52,20.56,56.51,10.13,82.05,89.89,10.39
277,2021-08-29,5.0,947.95,0.48,10.11,107.29,7.51,79.72,86.27,5.76
278,2021-08-30,3.0,540.73,0.36,8.57,67.23,6.86,24.46,28.88,5.07
279,2021-08-31,5.0,720.98,0.56,15.77,49.35,8.7,77.14,84.99,5.57
280,2021-09-01,5.0,1789.09,7.6,40.44,123.02,16.69,164.99,209.13,20.27
281,2021-09-02,5.0,1335.14,1.79,27.76,134.47,18.84,173.92,192.14,14.44
282,2021-09-03,5.0,2056.12,26.6,34.62,55.08,19.31,122.59,178.01,26.85
283,2021-09-04,5.0,1495.36,5.64,29.82,124.45,20.03,118.64,144.95,13.68
284,2021-09-05,5.0,2082.82,7.15,40.1,138.76,19.31,169.88,212.26,19.25
285,2021-09-06,5.0,1949.31,7.6,23.65,82.97,11.09,167.79,207.38,19.0
286,2021-09-07,5.0,1108.17,0.55,7.28,114.44,6.86,55.07,62.77,5.83
287,2021-09-08,5.0,594.14,0.59,9.17,80.82,7.33,52.13,56.96,5.13
288,2021-09-09,5.0,854.49,0.63,14.22,84.4,7.99,77.17,81.44,4.62
289,2021-09-10,5.0,834.47,0.11,9.51,80.82,7.75,83.04,87.78,5.0
290,2021-09-11,5.0,834.47,0.74,8.23,114.44,6.68,93.0,94.74,5.0
291,2021-09-12,5.0,907.9,1.82,12.17,94.41,9.54,61.69,70.08,7.73
292,2021-09-13,5.0,934.6,2.04,11.31,105.86,8.11,61.21,70.47,8.23
293,2021-09-14,3.0,620.84,0.62,5.91,90.12,4.95,20.15,24.23,5.95
294,2021-09-15,1.0,370.5,0.44,4.97,53.64,3.34,9.37,9.94,3.17
295,2021-09-16,4.0,607.49,0.25,16.97,34.33,11.33,37.8,39.11,1.43
296,2021-09-17,4.0,620.84,2.12,19.71,35.05,12.64,44.03,46.92,3.1
