dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
2020-11-29 07:30:00,5,1455.31,0.53,31.19,18.77,9.54,178.47,198.63,13.3
2020-11-29 08:30:00,5,1615.52,4.69,31.19,23.25,12.4,184.35,207.53,17.48
2020-11-29 09:30:00,5,1495.36,4.19,25.71,65.8,17.64,185.26,206.56,19.51
2020-11-29 10:30:00,5,1535.42,3.69,23.31,104.43,21.94,211.87,235.04,21.53
2020-11-29 11:30:00,5,1482.01,2.01,17.82,165.94,28.13,243.18,266.34,20.52
2020-11-29 12:30:00,5,921.25,0.5,6.43,226.02,50.07,189.76,203.39,7.09
2020-11-29 13:30:00,5,774.38,0.36,4.93,223.16,45.78,153.56,164.29,6.21
2020-11-29 14:30:00,5,727.65,0.32,5.14,220.3,42.44,135.3,145.1,6.59
2020-11-29 15:30:00,5,781.06,0.49,10.63,200.27,39.1,130.4,141.59,11.15
2020-11-29 16:30:00,5,921.25,0.37,19.54,165.94,35.29,137.95,152.5,17.48
2020-11-29 17:30:00,5,1054.76,0.02,26.39,131.61,29.56,140.73,158.54,22.04
2020-11-29 18:30:00,5,1174.93,0,30.5,105.86,24.32,143.81,164.4,25.33
2020-11-29 19:30:00,5,1268.39,0,30.5,91.55,20.74,148.53,171.68,27.61
2020-11-29 20:30:00,5,1321.79,0,28.79,84.4,17.41,152.51,177.05,28.37
2020-11-29 21:30:00,5,1495.36,0,31.87,67.23,14.31,165.88,194.14,27.36
2020-11-29 22:30:00,5,1762.39,0,37.01,45.42,12.4,188.96,223.03,22.04
2020-11-29 23:30:00,5,1895.9,0,38.39,32.9,10.37,202,236.53,16.97
2020-11-30 00:30:00,5,1842.5,0.01,35.99,27.9,8.82,205.55,237.28,15.33
2020-11-30 01:30:00,5,1815.8,0.02,34.96,22.53,9.18,213.34,243.67,15.96
2020-11-30 02:30:00,5,1842.5,0.06,34.96,16.99,9.54,224.6,254,17.23
2020-11-30 03:30:00,5,1895.9,0.16,35.64,12.16,9.89,236.79,265.72,18.49
2020-11-30 04:30:00,5,1949.31,0.36,35.99,8.49,10.37,248.52,277.21,20.27
2020-11-30 05:30:00,5,2002.72,0.92,37.36,5.19,11.68,261.47,290.39,22.8
